,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
3734,4164,4166,61,39,"""",8672.200000017881,survey-likert,41,673868,0.0-2.0-0.38,5f0b72abf1f9950dce8c0f1e,61e05c6eb0cfe8c09374f8c6,61e073657a00811ec428e125,5f0b72abf1f9950dce8c0f1e,61e05c6eb0cfe8c09374f8c6,61e073657a00811ec428e125,"{""humanness"":0}",[0],"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break. However, the reason this happened was not that the window was made of shatter-proof glass.",rate_humanness,gpt-3,"This could have happened because the rocks were frozen, so they didn't break the window.",38,single-constraint,2022-01-13 18:47:05,131.93.151.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3832,4277,4281,66,51,"""",36192.30000001192,survey-likert,15,1085970,0.0-2.0-0.10,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee. However, the reason this happened was not that they are wearing knee pads, their pants protected them, the ground was icy so they slipped and landed backwards instead, they landed on their hands instead of their knees, or they did not hit the ground hard enough for a scrape.",rate_humanness,gpt-3,This could have happened because they fell on a piece of glass.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3833,4278,4282,66,51,"""",14187.09999999404,survey-likert,16,1100166,0.0-2.0-0.11,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,This could have happened because the meteor was a hologram.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3834,4279,4283,66,51,"""",17100.70000000298,survey-likert,17,1117274,0.0-2.0-0.12,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,"This could have happened because the meteor hit the ground, but it was so small that it disappeared, it hit the ground but the ground was so soft that it did not make a hole, or it hit the ground and the ground was so hard that it did not create a hole.",50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3840,4285,4289,66,51,"""",37511.70000000298,survey-likert,23,1273297,0.0-2.0-0.18,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If someone drinks lots of coffee , then they have trouble sleeping. But suppose someone drinks lots of coffee, and then they have do not have trouble sleeping. However, the reason this happened was not that they drank decaf coffee, they were already sleep deprived, they took a sleeping pill, they were shot with a tranquilizer dart, they had a high tolerance for caffeine, or they drank so much caffeine that their body crashed.",rate_humanness,gpt-3,This could have happened because the person was a vampire and does not need to sleep.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3842,4287,4291,66,51,"""",34080.79999999702,survey-likert,25,1321413,0.0-2.0-0.20,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty, the metal detector can only detect certain kinds of metals, the watch had only tiny traces of metal that were undetectable, or the metal detector was unplugged.",rate_humanness,gpt-3,This could have happened because the metal detector was not turned on. The person forgot to plug in the metal detector.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3845,4290,4294,66,51,"""",9695.40000000596,survey-likert,28,1362026,0.0-2.0-0.23,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If someone drinks lots of coffee , then they have trouble sleeping. But suppose someone drinks lots of coffee, and then they have do not have trouble sleeping. However, the reason this happened was not that they drank decaf coffee, they were already sleep deprived, they took a sleeping pill, they were shot with a tranquilizer dart, they had a high tolerance for caffeine, or they drank so much caffeine that their body crashed.",rate_humanness,gpt-3,This could have happened because the person drank so much coffee that their body crashed and they fell asleep.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3846,4291,4295,66,51,"""",3712.5,survey-likert,29,1365746,0.0-2.0-0.24,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was a hologram.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3851,4296,4300,66,51,"""",6670.5999999940395,survey-likert,34,1436977,0.0-2.0-0.29,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl. However, the reason this happened was not that the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough.",rate_humanness,gpt-3,This could have happened because the cat was actually a dog in disguise and the dog was simply pretending to be a cat.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3852,4297,4301,66,51,"""",7937.29999999702,survey-likert,35,1444921,0.0-2.0-0.30,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the bathtub was a bathtub-shaped rubber ducky.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3853,4298,4302,66,51,"""",26719.79999999702,survey-likert,36,1471650,0.0-2.0-0.31,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape. However, the reason this happened was not that the animals climed over the gates, the animals escaped through a hole, the zoo gates were not strong enough, the zookeeper forgot to lock the gates, some of the animals flew out because the roof was left open, or a worked opened the gate on purpose.",rate_humanness,gpt-3,This could have happened because the zoo was closed for the day and the zookeeper forgot to lock the gates.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3854,4299,4303,66,51,"""",24636.20000000298,survey-likert,37,1496293,0.0-2.0-0.32,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt. However, the reason this happened was not that the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow.",rate_humanness,gpt-3,"This could have happened because the snowman was actually a snowwoman, and she was so cold that her body temperature was low enough to prevent her from melting.",50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3856,4301,4305,66,51,"""",19040.70000000298,survey-likert,39,1534774,0.0-2.0-0.34,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,611ab91a00baa062f55b86d8,61e05c6eb0cfe8c09374f8c6,61e07ee21eb9f5d72d0804e0,"{""humanness"":0}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead, there were no batteries, the smoke did not reach the sensor, the sensor was faulty, or that the wiring was faulty.",rate_humanness,gpt-3,This could have happened because the fire alarm was unplugged. Or the fire alarm was on the fritz. Or the fire alarm was on a trip to the moon.,50,all-constraints,2022-01-13 19:35:00,162.253.243.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
4010,4487,4491,69,40,"""",7226.699999928474,survey-likert,23,257661,0.0-2.0-0.20,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves.",rate_humanness,gpt-3,This could have happened because the gloves were made of poison ivy.,39,single-constraint,2022-01-13 19:35:08,45.48.8.177,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",Macintosh,Chrome,96.0.4664.55,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
4019,4496,4500,69,40,"""",3913.899999976158,survey-likert,32,323428,0.0-2.0-0.29,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,"{""humanness"":0}",[0],"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang. However, the reason this happened was not that the drumstick was made of soft material.",rate_humanness,gpt-3,This could have happened because the cymbal was hit with a very soft drumstick made of a very soft material.,39,single-constraint,2022-01-13 19:35:08,45.48.8.177,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",Macintosh,Chrome,96.0.4664.55,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
4031,4508,4512,69,40,"""",7392.700000047684,survey-likert,44,414629,0.0-2.0-0.41,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,611317672f863e406badad3b,61e05c6eb0cfe8c09374f8c6,61e07ee65da1520434197096,"{""humanness"":0}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down. However, the reason this happened was not that the shelves were bolted to the ground.",rate_humanness,gpt-3,This could have happened because the earthquake was mild and the shelves were not bolted to the ground.,39,single-constraint,2022-01-13 19:35:08,45.48.8.177,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",Macintosh,Chrome,96.0.4664.55,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
4218,4717,4721,8,11,"""",23538,survey-likert,21,675663,0.0-2.0-0.18,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,"{""humanness"":0}",[0],"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.",rate_humanness,gpt-3,This could have happened because the person was wearing jeans. Jeans are strong enough to prevent a scrape.,10,unconstrained,2022-01-13 17:47:06,68.113.27.136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Macintosh,Firefox,95.0,OS X,10.15,ee06c26e3904ece436b305bb5259738c,0
4219,4718,4722,8,11,"""",25801,survey-likert,22,701465,0.0-2.0-0.19,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,"{""humanness"":0}",[0],"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.",rate_humanness,gpt-3,"This could have happened because the sidewalk was covered in sand, so they did not scrape their knee.",10,unconstrained,2022-01-13 17:47:06,68.113.27.136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Macintosh,Firefox,95.0,OS X,10.15,ee06c26e3904ece436b305bb5259738c,0
4231,4730,4734,8,11,"""",20583,survey-likert,34,907839,0.0-2.0-0.31,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.",rate_humanness,gpt-3,This could have happened because the snowman is made of ice.,10,unconstrained,2022-01-13 17:47:06,68.113.27.136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Macintosh,Firefox,95.0,OS X,10.15,ee06c26e3904ece436b305bb5259738c,0
4237,4736,4740,8,11,"""",24957,survey-likert,40,1001844,0.0-2.0-0.37,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist.",rate_humanness,gpt-3,This could have happened because they fell on a hard surface or they landed on their feet.,10,unconstrained,2022-01-13 17:47:06,68.113.27.136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Macintosh,Firefox,95.0,OS X,10.15,ee06c26e3904ece436b305bb5259738c,0
4239,4738,4742,8,11,"""",15652,survey-likert,42,1034230,0.0-2.0-0.39,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,5e180c7fb287dc0fbf18414f,61e05c6eb0cfe8c09374f8c6,61e0658231964d0f9c39000b,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.",rate_humanness,gpt-3,"This could have happened because the snowman had a firecracker in his hand and he blew up, leaving only a puddle of water in the backyard.",10,unconstrained,2022-01-13 17:47:06,68.113.27.136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:95.0) Gecko/20100101 Firefox/95.0,Macintosh,Firefox,95.0,OS X,10.15,ee06c26e3904ece436b305bb5259738c,0
4297,4807,4813,79,54,"""",5415.800000000745,survey-likert,18,203968,0.0-2.0-0.13,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,This could have happened because the piano was dropped on a piano-shaped pillow.,53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4303,4813,4819,79,54,"""",3596.699999999255,survey-likert,24,236870,0.0-2.0-0.19,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,"This could have happened because the person was a superhero, and could therefore survive such a fall.",53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4308,4818,4824,79,54,"""",10602.70000000298,survey-likert,29,272066,0.0-2.0-0.24,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off. However, the reason this happened was not that the metal detector was faulty, the metal detector can only detect certain kinds of metals, the watch had only tiny traces of metal that were undetectable, or the metal detector was unplugged.",rate_humanness,gpt-3,"This could have happened because the metal detector is a microwave oven, and the person is carrying a metal lunchbox that has metal in it.",53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4312,4822,4828,79,54,"""",5919.199999999255,survey-likert,33,291314,0.0-2.0-0.28,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,"This could have happened because the ground was covered in a thick layer of rock, which caused the meteor to bounce off the ground.",53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4315,4825,4831,79,54,"""",4692.10000000149,survey-likert,36,308271,0.0-2.0-0.31,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee. However, the reason this happened was not that they are wearing knee pads, their pants protected them, the ground was icy so they slipped and landed backwards instead, they landed on their hands instead of their knees, or they did not hit the ground hard enough for a scrape.",rate_humanness,gpt-3,This could have happened because the sidewalk was made of a material that is soft enough to not break the skin.,53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4316,4826,4832,79,54,"""",4437.5,survey-likert,37,312712,0.0-2.0-0.32,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the person was actually a witch who was using magic to fill the bathtub with water.,53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4319,4829,4835,79,54,"""",8162.800000000745,survey-likert,40,333461,0.0-2.0-0.35,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass was a type of grass that does not become wet when it rains.,53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
4325,4835,4841,79,54,"""",3191.300000000745,survey-likert,46,360815,0.0-2.0-0.41,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,60fd50570dd4923fec4a6f50,61e05c6eb0cfe8c09374f8c6,61e07eed7ba05a6267340cea,"{""humanness"":0}",[0],"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl. However, the reason this happened was not that the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough.",rate_humanness,gpt-3,This could have happened because the cat was a cyborg and the yowl was disabled.,53,all-constraints,2022-01-13 19:35:15,24.118.110.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
